1 -87590 -61505 -44340 -25001 -32367 -11725
1 2625 24899 39005 55211 -82340 -54059
1 -89425 -59112 18434 25030 -46932 -26634
1 35323 45535 -60130 -38939 -60110 -42119
1 -4814 -358 -44103 -17684 -94405 -57883
1 -13427 -4497 -48843 -29609 -79884 -51513
1 -9291 20633 71345 84379 15412 35350
1 36785 59221 -49946 -18440 -46415 -26142
1 -23961 261 -14293 15841 -93639 -67235
1 -17719 12173 -71812 -52704 54163 78859
1 44182 59057 45340 79313 -10220 -6319
1 -2843 12323 -33462 -11957 -80379 -64630
1 -81675 -54981 -6441 17303 35935 60630
1 -60272 -53534 33541 52449 -51823 -19233
1 -27560 -1884 -9395 6897 61463 81890
1 -57045 -48013 -17416 7911 -68242 -47283
1 23125 37639 64602 73141 -30190 -12051
1 -43025 -28324 51390 64862 -49113 -20014
1 28856 35405 57558 78950 -5602 28787
1 -70341 -31710 40298 59309 6507 36179
1 -67990 -55020 3487 33802 -51949 -23503
1 47457 72323 -24534 842 -56293 -33919
1 17679 26568 -34474 -18848 62305 89257
1 64358 89300 -18712 -2306 33898 41151
1 48517 61626 39311 56615 -51638 -26634
1 -88710 -67483 -37791 -918 -1918 3921
1 42065 70342 -37912 -8549 32217 66982
1 -22591 -9949 45917 57215 49681 68258
1 9241 25317 -98314 -61829 -11840 14020
1 -47564 -12683 -79911 -63051 28932 45008
1 -48808 -16559 -60171 -32211 -68624 -39470
1 37222 53313 33030 57532 -62535 -30746
1 -67909 -48455 34768 67713 -35566 -6793
1 -2307 13432 -89925 -67021 -25882 -10089
1 74196 93829 -15279 16676 -11896 21464
1 58433 69747 -17038 37 32575 67296
1 8070 33285 9673 17198 -77896 -66759
1 -3941 15456 -92068 -71888 -10308 9493
1 -31149 -19195 -28467 -19598 -84559 -64484
1 -69825 -55564 -32784 -4890 -63631 -37483
1 41550 71029 -51074 -35255 -38725 -20037
1 45379 57996 -62858 -48569 10594 36776
1 -69604 -52934 27551 61689 -11551 15578
1 -13620 -7061 61054 79199 -28439 -7246
1 -82714 -68722 14288 42630 11793 36355
1 -33531 -19670 -34614 -14238 -71888 -60534
1 -66171 -44171 -60460 -35817 -55303 -41630
1 -87267 -60127 -16967 2819 8187 19368
1 -62180 -23369 -79951 -49989 6888 43235
1 62229 93782 -37627 -9892 -7514 1429
1 3981 27276 75047 95023 18308 32415
1 48151 60010 -53092 -42268 -29379 -12134
1 34817 53096 -85363 -65051 5313 18615
1 -77424 -58447 15242 34843 -48702 -34960
1 -42681 -21406 -36934 -20529 -82620 -50107
1 -38142 -20238 5145 20098 55486 74251
1 44800 80857 29980 44630 -48416 -16873
1 -17219 -12208 -59887 -31642 -65808 -56543
1 -59375 -47356 28834 59001 -45917 -30002
1 -33073 -15994 -79377 -51857 30048 45424
1 -77885 -52881 -43375 -18076 4016 24615
1 36521 59118 -16766 9582 -66726 -47308
1 -85690 -57260 -4651 7321 19411 45193
1 -62070 -47892 36066 62603 22188 45696
1 8961 34891 -16146 7496 62247 88805
1 -28486 -14449 -65681 -52807 49147 54288
1 -23033 -8795 -84796 -54167 10129 40742
1 -89925 -57178 -5455 3585 -29437 -21963
1 -55347 -25240 -37233 -15236 62370 69135
1 -81694 -70050 20783 35620 -6670 17309
1 -49394 -41202 32637 42012 39464 55647
1 52794 80714 -39271 -26285 25847 49565
1 -5414 17111 75715 92362 -29360 2348
1 51843 68450 -44430 -19585 -64186 -28576
1 -7106 14373 46248 76091 41486 56884
1 62691 87551 3020 28200 -47144 -26150
1 62737 89578 25428 36367 5108 23571
1 62371 96177 -3335 10416 -31008 -993
1 23689 50019 -77893 -48374 -1746 16212
1 36720 61786 62493 76554 3558 16466
1 -43499 -10856 -5157 13801 56719 87246
1 71377 95124 -12942 5453 -22566 -2054
1 13313 29289 -91157 -64116 -19071 -501
1 43432 62301 25636 53262 -48839 -23042
1 -31563 -7640 54417 84266 37228 46940
1 31856 62211 55504 61421 23332 44440
1 44399 80862 -51423 -31825 -6242 18319
1 -28519 -3990 52594 70772 -65807 -44848
1 -9724 -460 43652 75978 -52806 -38091
1 67490 94367 2651 14846 -22010 6022
1 -16606 14520 -51609 -21557 -88555 -65629
1 32684 47273 27102 57844 42749 72783
1 -24755 -10821 -57166 -37430 -69311 -38247
1 -78700 -41560 568 17609 48687 54165
1 -71043 -55917 -42942 -17773 -39544 -13348
1 48353 76396 -48229 -29430 14452 40378
1 23904 57789 -59210 -43721 29384 58413
1 21617 36345 19363 53171 -67712 -52861
1 16787 39644 67674 91056 12943 30963
1 43440 73909 -55543 -31861 31951 58733
1 -74641 -63270 4546 23905 -55146 -24432
1 523 17935 -58236 -22949 63815 73699
1 -46878 -19691 -15704 18151 64593 81983
1 30966 50623 45791 66880 30953 46059
1 -53118 -21940 57616 71564 19038 46156
1 41751 61849 36346 70634 -28619 -14533
1 66663 76349 20615 26579 -34717 -12052
1 -26878 -8362 31779 63544 49296 79529
1 38544 59591 -64826 -53405 -17048 6720
1 -61193 -38177 60567 80984 -32930 -9165
1 48633 71237 -56887 -28873 13678 48109
1 -45551 -30575 53941 72643 26636 42876
1 -12142 18790 -70973 -49874 44337 60261
1 -47504 -30152 46140 57887 42897 57651
1 27293 50991 -78875 -59933 -15272 2611
1 51653 59715 -50085 -21490 -54510 -32190
1 -58658 -42215 31240 68666 22959 55621
1 -45469 -18261 16479 18953 -75997 -62954
1 -9078 12164 -78898 -71337 998 24630
1 63101 83965 -20274 58 2391 21672
1 -41561 -19541 -66162 -37759 -55545 -44527
1 35291 64181 -62599 -37129 -33683 -23288
1 -69038 -57260 16514 40726 36721 45940
1 33554 54239 10593 27924 -79200 -50486
1 -78071 -50564 -60483 -36505 3214 20837
1 62543 88692 -18735 12482 -29114 -5642
1 -32894 -3856 46981 69707 -54140 -36064
1 -64735 -59656 -47725 -41114 -26276 -18682
1 64719 80050 -51101 -25281 -17373 4419
1 -5739 16903 -17827 3127 -96254 -58503
1 63956 69471 -38139 -6425 22998 42384
1 32333 67208 -50313 -27901 48788 54534
1 11270 30777 -86653 -69617 4149 40145
1 25978 37014 -64446 -48354 -48232 -32898
1 -16753 7059 -350 17415 -92045 -66260
1 -17727 -2551 8835 25187 62431 81464
1 -75190 -58052 -36005 -3922 34847 61549
1 -45729 -27190 56180 79317 -35357 -8980
1 -49376 -26947 48754 66522 23608 34879
1 64859 85219 27440 39066 -43956 -8145
1 -60007 -39374 54210 62426 3353 16848
1 18947 28826 -88449 -54559 11947 38432
1 -30579 53 67549 90488 -42745 -15393
1 -8066 20682 7849 31697 -97082 -59252
1 37088 49520 15985 51416 -66403 -48244
1 26928 32836 -44516 -23368 66847 83277
1 -7421 9540 -86002 -53529 -45327 -25432
0 21171 43342 43600 70730 -44537 -29259
0 28834 60225 20872 46144 -67457 -46855
1 -76768 -67266 -36680 -9725 -20933 -3814
1 57826 87820 34686 46578 -31846 -12470
0 -75545 -59672 9294 18747 31753 49646
0 -72004 -39663 -38406 -13067 -69344 -45945
1 -35108 -19697 -710 19806 56128 74660
1 -33017 -11329 -18693 16441 -84085 -66706
1 42244 61618 38985 59543 -62155 -46459
0 -11929 13433 -13136 4490 67712 88419
1 -34577 -29245 -78776 -66859 -4269 9096
1 40056 68507 44668 68150 -52234 -23728
1 40940 61674 -57100 -39643 -33484 -3506
1 -46880 -27342 -89708 -65095 2093 18886
1 6136 22345 -34592 -3205 64367 85234
0 -92312 -71701 -8621 -4551 -42622 -21109
0 37479 46418 -57923 -44720 -54172 -46496
1 -7711 22135 47062 74312 -53885 -39933
1 -2774 29297 -74620 -63510 23767 39217
0 -32631 -7055 -39158 -28499 -71721 -56833
1 3853 25857 -91702 -68553 5946 28238
1 -81450 -51565 7488 34250 21030 56644
0 12729 26296 -36888 -18557 58041 75851
1 3081 23850 -37010 -34986 51856 78728
1 -8482 18019 2049 24864 -89692 -66091
1 -50987 -11878 -36403 1022 68212 88871
0 -9491 4983 60803 74334 19868 45969
1 -70369 -65478 -3768 4519 -50516 -34155
1 -64531 -54039 -59856 -37011 16022 35179
0 37930 67059 23138 42347 -47934 -44981
0 -62650 -43766 5560 26415 44278 73492
1 -80852 -68223 -10460 7561 -49250 -29250
1 53601 68851 -3634 22127 35358 44932
0 -11360 17713 42262 61745 57904 63425
0 15541 48724 -93903 -55948 -1438 6701
1 -24050 1833 33541 63538 58934 61743
1 -61955 -41645 -48446 -30540 33232 64532
1 -65569 -51577 16989 44017 -55876 -35431
1 37750 40302 60589 67563 -46903 -27707
0 -69948 -50611 -60995 -30473 -30508 5182
0 56272 79605 -28320 -10079 38212 50527
0 -46630 -39973 60326 76082 766 19423
1 -58147 -52450 -47140 -37545 31756 45365
0 41454 42604 -67636 -53898 -22281 4083
1 -4733 3987 -766 21126 -83424 -73479
0 17976 29873 46315 62691 38819 60685
0 18430 29796 61474 71431 21324 32804
0 -56056 -43844 47705 63799 -41231 -17044
0 -55933 -47453 48778 54155 19992 34341
0 -48245 -41433 43513 62978 -3653 20088
1 6461 13889 -81039 -79149 -14585 4962
1 -69050 -49650 -22855 6994 32836 42708
1 58772 69944 -9538 12087 28708 50878
1 17791 40756 -63904 -41943 44622 60328
1 -78675 -51325 41871 58847 -15306 8123
0 2263 15004 39548 60570 -68587 -59279
1 -33100 3331 -83947 -67360 -15106 -1806
0 -31409 -9529 55397 81743 -56424 -28254
1 -13784 2331 -67571 -53526 -65962 -41705
1 40677 56219 -57973 -44112 -43472 -21090
0 -13363 10111 -70870 -55575 -64546 -50364
1 -24853 -7051 -38256 -11975 -74191 -68319
0 60478 92070 -33878 -1301 14985 41428
0 -3869 11794 71177 92408 -13823 1386
1 -93950 -75095 -8417 -913 -14439 9125
1 -42423 -21653 -79816 -64359 12851 31635
1 -70511 -50141 -56049 -43420 -50913 -38091
1 41950 56196 1913 20130 -58878 -37702
1 18537 29844 -74545 -64974 10840 42337
1 -80268 -57218 -39525 -26641 34474 45121
0 -64546 -39280 -17791 2932 46226 64270
0 1873 22899 14549 21812 71868 78440
0 57057 69026 215 30849 31878 60483
1 -71313 -42467 -46924 -43758 35354 59810
1 -1282 30791 -39592 -10229 66079 77459
1 -44183 -34221 10109 36205 -71186 -50886
0 -28785 7160 5353 23591 70617 87893
0 -78687 -53594 -34197 -7529 -57660 -38659
0 -75289 -67577 -5873 11457 18281 51251
1 19495 50005 -27461 -19054 -76328 -69282
1 -70381 -44457 -17461 -7070 -61361 -44344
0 36932 48688 25122 57915 34160 64590
0 -27221 -11459 -30644 -10029 54242 83644
0 12779 46433 24340 44805 -84461 -51854
0 -67046 -59151 4825 35205 47623 66463
0 -97573 -62820 -18631 -7608 -13694 3266
0 -9773 13706 35968 49394 54915 79490
0 -80035 -63459 -38604 -17335 -47413 -15606
0 -84686 -65929 -47609 -25275 -22369 -6615
0 -1663 11210 -86941 -58921 17182 42998
0 12807 39038 -63335 -46664 -55524 -46519
1 10517 35096 23291 26533 -75061 -59360
0 -26940 192 47326 71780 34180 65646
0 -40363 -7024 64775 77624 26793 38194
1 26531 54922 31677 55272 -55277 -41507
1 -14233 839 -95923 -77701 -12961 11536
1 52401 70761 -44649 -22702 -29368 -22355
1 73302 80940 11081 21008 4682 10745
0 22861 35821 -49865 -35191 -64292 -59380
1 50739 63819 35738 49018 39280 48173
0 -45903 -18194 28991 46620 -81542 -54817
0 -42502 -11638 -69861 -42841 36291 47257
0 50935 72318 50130 60488 2376 21483
1 -83784 -58031 18816 40927 -35532 -20986
0 -50444 -33183 53447 70976 8957 28866
0 -54114 -33924 36074 62755 17444 45108
0 47779 78387 -10385 8134 -67291 -35838
1 76529 83441 20059 27231 -3353 13379
1 -50905 -17638 -75063 -58273 -9660 5085
1 49971 71362 51212 59675 -2711 31745
0 -36237 -19216 -83245 -65446 4653 38301
1 -16511 5899 53293 76596 15657 44625
1 -5044 9853 42277 55657 64254 76139
1 -48991 -30017 49410 82020 4049 14015
0 -22524 -9108 -86217 -66212 -1520 19109
1 -14709 3269 -89533 -72352 7063 31581
0 -32472 -15491 -71576 -55289 -55423 -33575
1 54950 83891 -13 34152 7994 35938
1 -49556 -31194 -16759 14963 -70295 -55118
0 32139 57146 -47085 -26911 -47634 -35141
1 -12427 19691 -45935 -34330 60411 85048
0 -52091 -43589 28711 42709 39186 67227
0 -86696 -69514 13431 29128 -37451 -4348
1 -86476 -58477 125 37383 -50237 -33644
0 -10305 10015 -70962 -58680 -47678 -37286
0 1373 10300 -31967 -11312 74006 92381
0 -92694 -70914 -22526 -9968 5467 24284
1 62662 67632 -7280 25133 25679 47697
0 -73340 -50134 29767 43164 30189 62773
1 -67717 -45995 44563 56380 12380 35116
1 -64863 -45164 -27774 -17650 -64480 -36208
0 46269 63377 -55139 -21162 44042 62965
0 -75103 -61280 14466 25566 20484 26728
1 29048 63862 31794 55186 -59678 -36835
0 -68839 -47994 -28337 -11192 52466 63463
0 -21751 -3617 41899 63046 -66479 -39600
0 -24166 -731 -46616 -31811 57142 75183
1 33864 72148 -76244 -47923 -17466 17516
1 48616 53075 -71522 -46786 6422 22313
1 22746 38869 -78913 -68020 -12111 -3397
0 -70246 -55659 -5047 15291 32628 48897
0 -80505 -48137 -27292 -14364 -61081 -26049
0 -34713 -19690 -80748 -72537 -30114 -1247
0 2988 22819 42491 54211 46268 75523
0 27855 30974 -57619 -27495 53012 79570
1 62404 76819 -37047 -6605 17174 49353
1 68656 91897 -35364 -19760 -8393 17848
1 42354 50887 26734 49785 54988 75309
1 53927 64351 37674 64165 -12402 9618
1 -24852 -3835 59299 78561 1549 18700
0 -58554 -27017 4321 24113 -67493 -57072
0 -94076 -79397 -6402 14533 -2492 20821
0 35556 51307 28275 47038 28927 53644
1 1614 32610 -70596 -50527 -48363 -32598
0 8278 10659 -28686 -11265 71479 95243
0 54458 73574 -45424 -20113 -27876 -9517
0 44002 64933 42915 64356 1168 19620
0 -33034 -17929 -63446 -44805 46813 75261
1 -66817 -50915 -19046 2976 -63652 -51743
1 6944 39083 -89407 -60846 23895 39294
1 9665 39610 -86197 -71089 4244 26707
1 5139 12993 -54118 -27647 -74064 -61539
0 8042 33978 51771 57684 -69501 -45957
0 -87428 -55736 -45210 -24412 -35544 -24693
1 -53808 -47076 38658 62028 -47689 -26177
1 -62784 -48131 -40864 -25128 -57697 -30921
0 38125 52010 46398 71465 12924 31530
1 -67337 -29923 -46265 -32259 29819 54750
1 70737 89485 -15063 -975 -41260 -18114
0 35055 56991 -38897 -10093 -70659 -53894
0 23935 38898 19334 29134 -75723 -63573
1 -61930 -55638 32552 37547 -43811 -28898
1 19668 46063 -78887 -54816 16811 53472
0 -70470 -51017 -42135 -31484 23415 38687
1 -30299 -23450 -92434 -69752 -15152 -1629
1 29338 66072 -31507 -13507 -66713 -56472
0 -89031 -61324 -6717 27375 -29030 2568
1 64795 79128 -23842 -6104 7907 23618
1 5988 17487 7275 33464 -77401 -64098
0 14528 41401 -1581 18384 66950 75742
1 13542 24627 57417 81038 22402 44898
0 43349 64206 -6688 12717 39318 51391
1 30075 43865 -72039 -49539 -56523 -33714
0 -42699 -24488 16572 44053 53996 69197
1 75851 95846 -4190 15450 -16189 224
1 -32168 -17634 50341 68457 38497 54407
1 66686 78264 13880 35279 8716 17040
0 2050 24083 -88338 -70203 -44907 -8107
0 -56347 -37562 -63048 -54292 -24767 -5750
1 -77758 -53310 11828 40043 -64308 -48014
1 32514 52495 -66819 -51196 23118 32227
1 60796 74791 45512 60873 -9921 8770
0 50888 75211 1882 24963 -52276 -33274
1 -36740 -22885 -75376 -61774 -21797 9467
0 50488 61801 49917 55978 -17192 11239
1 -50908 -40107 59280 71015 -19951 -1783
0 -46980 -35121 50260 77700 -29509 -6721
1 -81806 -66229 7652 27303 13204 34724
1 -67978 -54278 -67528 -33530 20917 39371
1 33071 41843 -81981 -57917 6776 21471
